id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC105377519	41.4166396993486	-5.02862339954012	0.584103689534932	-8.60912795045679	7.36184442743268e-18	1.44535091643786e-13
RAB42	749.546029317537	-2.74287329129031	0.331183197160572	-8.28204243091608	1.21080432464984e-16	1.18858606529251e-12
CCEPR	56.1524856634152	5.12956979727997	0.626696383239961	8.18509558130936	2.72087612058944e-16	1.78063202918442e-12
MCM5	2242.71524583133	-1.66872294214215	0.209421820714549	-7.96823815421168	1.60952465958083e-15	7.89994941038759e-12
LBH	109.680160392382	3.5345114748939	0.460070818594203	7.68253784426927	1.55967446367429e-14	6.12421774906346e-11
LOX	11298.4100579148	-2.69392983321544	0.364119771850561	-7.39847171584261	1.37760726352692e-13	4.50776056747067e-10
CPE	27799.6679382101	-1.97141668171119	0.26918115989242	-7.32375431660624	2.41127968434268e-13	6.76295057752854e-10
DEPDC1	347.104078247331	-2.87046086640321	0.394393996154624	-7.27815558652123	3.38414914196216e-13	8.30512501301788e-10
PHYHIPL	149.606866691006	4.47530668867342	0.617038320819908	7.25288290478738	4.07992790243977e-13	8.90013605651111e-10
KCNJ2-AS1	28.4565341417496	3.5648262188405	0.495458471504501	7.19500507886283	6.2458440245751e-13	1.22624655734483e-09
CASC5	470.08879724745	-2.69247180345855	0.384310415044223	-7.00598187834363	2.45259660788865e-12	4.37743901842526e-09
PRICKLE1	159.8451488098	3.09219229472889	0.45950209817312	6.72944107768556	1.7031603778727e-11	2.78651230823123e-08
ADM	1635.19538280172	-2.04332913742013	0.310905793179166	-6.57218097008125	4.95835457219295e-11	7.48825963968186e-08
OIP5	141.582608872538	-1.92797788473893	0.301401023500253	-6.39671976673733	1.58750288181959e-10	2.226246005626e-07
BMP4	861.179750633932	4.47676388865521	0.701193508774341	6.38449134602005	1.71968106830011e-10	2.25083322759574e-07
NPR3	514.767555735437	3.46493532745895	0.547015184745926	6.33425803173694	2.38486112962807e-10	2.75423403282282e-07
TRIB3	2031.87871638527	-2.06865682135669	0.326132982723747	-6.34298562531149	2.25354465377041e-10	2.75423403282282e-07
FANCI	1254.57203788201	-1.55864425019081	0.249185668080081	-6.25495142718204	3.97639650487173e-10	4.33714403223037e-07
BLM	227.00429066033	-2.2205729365172	0.355801032679206	-6.2410525337606	4.34636230814025e-10	4.35490982586177e-07
WDHD1	353.488905021283	-1.43934423907034	0.230743720804676	-6.23784792084869	4.43631622865764e-10	4.35490982586177e-07
RACGAP1	1232.20084263113	-1.53842652554604	0.247411937714806	-6.21807718639429	5.03283990145669e-10	4.70522598977616e-07
PTH1R	352.962709750655	3.51428753973763	0.566766912136179	6.20058698644222	5.62529581149868e-10	5.02006512123426e-07
KNSTRN	388.655257204639	-1.30204685765687	0.210789813640409	-6.1769913601141	6.53346470827458e-10	5.57702228771977e-07
ANLN	2744.39766457492	-2.54328528503163	0.412200125580335	-6.17002549781115	6.82789811460184e-10	5.58550515349908e-07
KIAA0408	438.842990873087	-1.4999058318485	0.243635451050793	-6.15635296661242	7.44392196359999e-10	5.84586079645434e-07
C10orf10	2340.53227224079	-2.57226154120247	0.418676197392646	-6.14379694193632	8.05718324922316e-10	6.08410302815378e-07
CLIC5	122.412488283488	4.03207233955471	0.662969302523999	6.08183866764894	1.18812088667836e-09	8.63939902524306e-07
LOC105375334	19.2800769663834	-2.56568230808936	0.423423461902461	-6.05937681526109	1.36649931472244e-09	9.58160037355203e-07
XRCC2	78.2866947828419	-2.05762607917361	0.341631236065191	-6.02294480701691	1.71271861417409e-09	1.15951050179586e-06
SKA3	201.4402073227	-2.20464244820558	0.366749679159419	-6.01130027777684	1.84041149494236e-09	1.20442662934011e-06
LIN9	228.889694312714	-1.11182012544119	0.185279209640479	-6.00078188804126	1.96369622285458e-09	1.24365315946142e-06
BRCA1	1299.99751227868	-1.39533744616547	0.234867133975224	-5.94096510034759	2.83348938457421e-09	1.73843428397955e-06
ATAD2	1947.99522216561	-1.81485902388368	0.306531865974278	-5.92062106859706	3.20728083446029e-09	1.79500166502243e-06
ATAD5	291.480658587806	-1.36613066298098	0.231226952718026	-5.90818088861349	3.45906083009427e-09	1.79500166502243e-06
ORC1	320.340720193896	-2.26575200671144	0.383188288005828	-5.91289472468682	3.36147040845784e-09	1.79500166502243e-06
POLQ	538.013218534826	-2.01051755041191	0.339621436046673	-5.91987824389156	3.22180047250324e-09	1.79500166502243e-06
PRC1	1197.45597651945	-2.22439324392919	0.376175401454499	-5.91318101962136	3.35563039324572e-09	1.79500166502243e-06
VPS37A	1570.80609499812	-1.09193681459545	0.184840366456886	-5.90745861159146	3.47425575667765e-09	1.79500166502243e-06
KIF18A	481.122094813512	-1.77169300526741	0.30185166597812	-5.86941602434567	4.37332793123675e-09	2.20157813523003e-06
KIAA1524	743.780674601007	-1.78680554678393	0.304758401010902	-5.86302310570272	4.54514945828863e-09	2.23087298286452e-06
FGFR2	1914.70744341658	1.6809607460764	0.288029852314276	5.83606432656244	5.34482677741963e-09	2.5593898566117e-06
POLH	823.521387173505	-0.697141638948585	0.120243219786291	-5.79776256979494	6.72055078901412e-09	3.14153746763605e-06
DSN1	778.453416905363	-1.05962235817023	0.183945600774031	-5.76052025007073	8.38550687041772e-09	3.50282247631726e-06
FAM198B	64.6045100979052	5.05532298396332	0.877300772795143	5.76236011722262	8.29457815074698e-09	3.50282247631726e-06
INHBB	782.597252084089	-3.90560020217495	0.677290412059646	-5.76650744294162	8.09311370844486e-09	3.50282247631726e-06
LOC105373424	38.5748636184667	-2.61675965498113	0.454005658116156	-5.76371595419994	8.22818511217594e-09	3.50282247631726e-06
SLC25A48	257.37636625022	3.74378943083381	0.648323509368854	5.77456991260181	7.71498918553323e-09	3.50282247631726e-06
MYO19	1784.5897577067	-1.07072452394839	0.186039120505504	-5.75537296155255	8.64507144061323e-09	3.53601432486582e-06
ERRFI1	4932.24618928944	-1.87952542062286	0.327495089359011	-5.73909497177977	9.51838339803149e-09	3.81376369905209e-06
KNTC1	1752.08030537021	-1.18296703876596	0.207322071930765	-5.70593872494682	1.15703620104081e-08	4.49061451854255e-06
SLC14A1	41.9105930991827	3.73893579987921	0.655430516763362	5.70454945909869	1.16651220111888e-08	4.49061451854255e-06
PLEKHH2	695.687219275398	1.77262617946292	0.311448691120622	5.69155122497014	1.25890375504924e-08	4.7530879659388e-06
MCM10	231.141007755626	-2.57416300777219	0.453321687033521	-5.67844663381799	1.35923425204758e-08	5.03506529631135e-06
RAB27A	492.107916289332	-1.18284441840117	0.208446439621117	-5.67457242518109	1.39035485635548e-08	5.05496979533835e-06
CXCL12	462.058580355963	4.49172711338468	0.793601327281031	5.65992893279785	1.51435693153675e-08	5.40570357033835e-06
RAD51AP1	279.68303556905	-2.0153907385967	0.356772938835104	-5.64894508304676	1.61435412621029e-08	5.65975259997977e-06
CKAP2	1111.26950604755	-0.938966953120511	0.16655712027577	-5.6375071300816	1.72529463691731e-08	5.77919570800223e-06
