id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NDRG1	3810.85954342839	-1.75416467198652	0.154101062946348	-11.383209424047	5.06989322075967e-30	9.23734544822411e-26
HILPDA	85.7159387006822	-1.36547234368403	0.136568702090491	-9.9984280642813	1.54835255591492e-23	1.08257584087663e-19
PTHLH	563.381230604112	-1.26531728220512	0.126728534646694	-9.98447023578938	1.78250687301312e-23	1.08257584087663e-19
ZNF395	509.456111261074	-1.53688032853241	0.154715798226428	-9.93357075457264	2.97410272525797e-23	1.35470379135501e-19
TGFB2-OT1	90.8549473156467	1.68146001905161	0.175162583705291	9.59942462301564	8.03919341592203e-22	2.92948208076199e-18
ARTN	255.690562714432	-1.5765867967656	0.168019463233143	-9.38335813261075	6.39042768811502e-21	1.94055987462426e-17
LOC101927505	110.281994805604	-1.77153369376451	0.190995267350207	-9.27527534237927	1.7716086721091e-20	4.61124428654683e-17
TGFA	164.179844085972	-1.58311527109687	0.17114278720647	-9.2502599550805	2.23947346688458e-20	5.10040082082962e-17
EPO	41.4812174147371	-1.9575365920435	0.214448834927294	-9.12822208946564	6.96334133108541e-20	1.29258876017203e-16
SLC7A2	120.432988598613	-2.36485618977326	0.259128138318545	-9.12620375818141	7.09434006680588e-20	1.29258876017203e-16
CCND1	521.084428619822	-1.41714064185115	0.156431581046625	-9.05917227435533	1.31444195069927e-19	1.99576102847839e-16
CDK18	1099.54914353353	-1.16459075715241	0.128427638529301	-9.06806954086218	1.21144234318428e-19	1.99576102847839e-16
CXCL1	787.690951848875	1.46063728466746	0.163091867183106	8.95591736053632	3.36922301058235e-19	4.72209563483157e-16
IRS2	354.233088069682	-1.51172936924357	0.17250557436997	-8.76336532755396	1.89506266427327e-18	2.46628869593279e-15
BRINP1	276.803257518237	-1.28717880766669	0.148568450107838	-8.66387720092922	4.55984552198036e-18	5.53869236069881e-15
SLC2A1	2977.42431577764	-1.38942369201339	0.162053389284695	-8.57386382442424	1.00069743976467e-17	1.13954420953202e-14
GPR160	134.296558618595	1.26935932431152	0.149035734310863	8.51714744910679	1.63531240831261e-17	1.75267012232092e-14
DDIT4	2373.2682192967	-0.900427916996131	0.106100944752426	-8.48652120013797	2.12914835197165e-17	2.15517127627352e-14
